year,sex,name,n,prop
1992,M,Tony,1926,9.1775e-4
1992,M,Grant,1911,9.106e-4
1992,M,Saul,616,2.9353e-4
1992,M,Corbin,583,2.778e-4
1992,M,Kelly,534,2.5445e-4
1992,M,Robin,300,1.4295e-4
1992,M,Sarah,53,2.525e-5
1992,M,Christina,50,2.383e-5
1992,M,Ace,42,2.001e-5
1992,M,Nicole,37,1.763e-5
1992,M,Katherine,20,9.53e-6
1992,M,Kristin,18,8.58e-6
1992,M,Alicia,13,6.19e-6
1992,M,Julie,13,6.19e-6
1992,M,Niels,13,6.19e-6
1992,M,Audrey,9,4.29e-6
1992,M,Caroline,7,3.34e-6
1992,M,Hailey,5,2.38e-6
1993,F,Sarah,24251,0.01230281
1993,F,Nicole,16179,0.00820779
1993,F,Katherine,10506,0.00532982
1993,F,Christina,8286,0.00420358
1993,F,Kelly,6299,0.00319556
1993,F,Alicia,4431,0.0022479
1993,F,Caroline,3081,0.00156303
1993,F,Kristin,2991,0.00151737
1993,F,Julie,2736,0.001388
1993,F,Hailey,2529,0.00128299
1993,F,Audrey,1947,9.8774e-4
1993,F,Maya,1013,5.1391e-4
1993,F,Robin,998,5.063e-4
1993,F,Isabella,828,4.2005e-4
1993,F,Serena,546,2.7699e-4
1993,F,Michael,223,1.1313e-4
1993,F,Amira,147,7.457e-5
1993,F,Nicholas,91,4.617e-5
1993,F,Matthew,70,3.551e-5
1993,F,Steven,45,2.283e-5
1993,F,Tony,24,1.218e-5
1993,F,Ian,19,9.64e-6
1993,F,Jason,19,9.64e-6
1993,F,Delina,17,8.62e-6
1993,F,Corbin,13,6.6e-6
1993,F,Omar,13,6.6e-6
1993,F,Anusha,11,5.58e-6
1993,F,Ethan,8,4.06e-6
1993,M,Michael,49550,0.02399562
1993,M,Matthew,35769,0.01732189
1993,M,Nicholas,28105,0.01361043
1993,M,Steven,13465,0.00652071
1993,M,Jason,8633,0.00418071
1993,M,Ian,5398,0.00261409
1993,M,Ethan,4160,0.00201457
1993,M,Omar,2450,0.00118646
1993,M,Grant,2158,0.00104506
1993,M,Tony,1872,9.0656e-4
1993,M,Saul,580,2.8088e-4
1993,M,Corbin,506,2.4504e-4
1993,M,Kelly,475,2.3003e-4
1993,M,Robin,295,1.4286e-4
1993,M,Christina,60,2.906e-5
1993,M,Sarah,46,2.228e-5
1993,M,Ace,41,1.986e-5
1993,M,Nicole,40,1.937e-5
1993,M,Katherine,19,9.2e-6
1993,M,Niels,15,7.26e-6
1993,M,Kristin,14,6.78e-6
1993,M,Alicia,13,6.3e-6
1993,M,Julie,11,5.33e-6
1993,M,Hailey,6,2.91e-6
1993,M,Audrey,5,2.42e-6
1993,M,Maya,5,2.42e-6
1994,F,Sarah,22290,0.01143649
1994,F,Nicole,16011,0.00821488
1994,F,Katherine,9585,0.00491785
1994,F,Christina,7670,0.0039353
1994,F,Kelly,5445,0.00279371
1994,F,Alicia,4102,0.00210464
1994,F,Caroline,3449,0.0017696
1994,F,Kristin,2842,0.00145817
1994,F,Hailey,2686,0.00137813
1994,F,Julie,2455,0.0012596
1994,F,Audrey,1929,9.8973e-4
1994,F,Isabella,1277,6.552e-4
1994,F,Maya,1130,5.7978e-4
1994,F,Robin,799,4.0995e-4
1994,F,Serena,620,3.1811e-4
1994,F,Michael,192,9.851e-5
1994,F,Amira,153,7.85e-5
1994,F,Matthew,74,3.797e-5
1994,F,Nicholas,66,3.386e-5
1994,F,Steven,39,2.001e-5
1994,F,Jason,35,1.796e-5
1994,F,Corbin,29,1.488e-5
1994,F,Tony,20,1.026e-5
1994,F,Omar,19,9.75e-6
1994,F,Delina,16,8.21e-6
1994,F,Ethan,16,8.21e-6
1994,F,Anusha,10,5.13e-6
1994,F,Zeynep,8,4.1e-6
1994,F,Ian,7,3.59e-6
1994,M,Michael,44470,0.02182099
1994,M,Matthew,33646,0.01650976
1994,M,Nicholas,27761,0.01362205
1994,M,Steven,12087,0.00593097
1994,M,Jason,8546,0.00419344
1994,M,Ian,5267,0.00258446
1994,M,Ethan,4165,0.00204372
1994,M,Omar,2419,0.00118698
1994,M,Grant,2279,0.00111828
1994,M,Tony,1626,7.9786e-4
1994,M,Saul,599,2.9392e-4
1994,M,Corbin,582,2.8558e-4
1994,M,Kelly,385,1.8892e-4
1994,M,Robin,230,1.1286e-4
1994,M,Sarah,44,2.159e-5
1994,M,Christina,42,2.061e-5
1994,M,Nicole,39,1.914e-5
1994,M,Ace,35,1.717e-5
1994,M,Katherine,19,9.32e-6
1994,M,Kristin,16,7.85e-6
1994,M,Niels,14,6.87e-6
1994,M,Hailey,12,5.89e-6
1994,M,Julie,12,5.89e-6
1994,M,Alicia,10,4.9100000000000004e-06
1994,M,Audrey,8,3.93e-6
1994,M,Caroline,7,3.43e-6
1995,F,Sarah,21376,0.01112628
1995,F,Nicole,12276,0.0063897
1995,F,Katherine,8985,0.00467672
1995,F,Christina,6952,0.00361854
1995,F,Kelly,5398,0.00280968
1995,F,Alicia,3908,0.00203413
1995,F,Caroline,3799,0.00197739
1995,F,Hailey,2965,0.00154329
1995,F,Kristin,2417,0.00125806
1995,F,Julie,2276,0.00118467
1995,F,Audrey,1770,9.2129e-4
1995,F,Isabella,1738,9.0463e-4
1995,F,Maya,1240,6.4542e-4
1995,F,Serena,830,4.3202e-4
1995,F,Robin,726,3.7789e-4
1995,F,Michael,167,8.692e-5
1995,F,Amira,147,7.651e-5
1995,F,Matthew,63,3.279e-5
1995,F,Nicholas,56,2.915e-5
1995,F,Corbin,36,1.874e-5
1995,F,Jason,29,1.509e-5
1995,F,Steven,20,1.041e-5
1995,F,Omar,18,9.37e-6
1995,F,Delina,14,7.29e-6
1995,F,Anusha,13,6.77e-6
1995,F,Ethan,11,5.73e-6
1995,F,Tony,11,5.73e-6
1995,F,Zeynep,8,4.16e-6
1995,F,Ian,7,3.64e-6
1995,F,Grant,5,2.6e-6
1995,M,Michael,41402,0.02058782
1995,M,Matthew,32876,0.01634813
1995,M,Nicholas,29155,0.0144978
1995,M,Steven,10661,0.00530136
1995,M,Jason,9001,0.00447589
1995,M,Ian,5594,0.00278171
1995,M,Ethan,4931,0.00245202
1995,M,Grant,3206,0.00159424
1995,M,Omar,2505,0.00124565
1995,M,Tony,1555,7.7325e-4
1995,M,Saul,714,3.5505e-4
1995,M,Corbin,555,2.7598e-4
1995,M,Kelly,357,1.7752e-4
1995,M,Robin,225,1.1188e-4
1995,M,Ace,33,1.641e-5
1995,M,Sarah,32,1.591e-5
1995,M,Nicole,22,1.094e-5
1995,M,Christina,20,9.95e-6
1995,M,Kristin,17,8.45e-6
1995,M,Katherine,13,6.46e-6
1995,M,Niels,12,5.97e-6
1995,M,Alicia,10,4.97e-6
1995,M,Kobe,9,4.48e-6
1995,M,Hailey,6,2.98e-6
1996,F,Sarah,21036,0.01097407
1996,F,Nicole,11132,0.00580735
1996,F,Katherine,8875,0.00462991
1996,F,Christina,5803,0.00302731
1996,F,Kelly,4734,0.00246964
1996,F,Caroline,4465,0.0023293
1996,F,Alicia,3860,0.00201369
1996,F,Hailey,3761,0.00196204
1996,F,Kristin,2193,0.00114405
1996,F,Julie,2138,0.00111535
1996,F,Isabella,2109,0.00110022
1996,F,Audrey,1915,9.9902e-4
1996,F,Maya,1444,7.5331e-4
1996,F,Serena,925,4.8255e-4
1996,F,Robin,719,3.7509e-4
1996,F,Amira,160,8.347e-5
1996,F,Michael,157,8.19e-5
1996,F,Matthew,68,3.547e-5
1996,F,Nicholas,52,2.713e-5
1996,F,Corbin,30,1.565e-5
1996,F,Jason,26,1.356e-5
1996,F,Steven,26,1.356e-5
1996,F,Anusha,17,8.87e-6
1996,F,Ian,16,8.35e-6
1996,F,Tony,12,6.26e-6
1996,F,Delina,10,5.22e-6
1996,F,Ethan,7,3.65e-6
1996,F,Omar,7,3.65e-6
1996,F,Zeynep,5,2.61e-6
1996,M,Michael,38365,0.01915021
1996,M,Matthew,32073,0.01600951
1996,M,Nicholas,27720,0.01383667
1996,M,Steven,9649,0.00481638
1996,M,Jason,8697,0.00434118
1996,M,Ethan,5852,0.00292108
1996,M,Ian,5410,0.00270045
1996,M,Grant,3205,0.0015998
1996,M,Omar,2517,0.00125638
1996,M,Tony,1315,6.5639e-4
1996,M,Saul,869,4.3377e-4
1996,M,Corbin,542,2.7054e-4
1996,M,Kelly,339,1.6921e-4
1996,M,Robin,178,8.885e-5
1996,M,Kobe,87,4.343e-5
1996,M,Ace,46,2.296e-5
1996,M,Sarah,33,1.647e-5
1996,M,Christina,27,1.348e-5
1996,M,Nicole,19,9.48e-6
1996,M,Katherine,14,6.99e-6
1996,M,Niels,14,6.99e-6
1996,M,Kristin,10,4.99e-6
1996,M,Alicia,9,4.49e-6
1996,M,Hailey,9,4.49e-6
1996,M,Julie,9,4.49e-6
1996,M,Audrey,8,3.99e-6
1996,M,Maya,7,3.49e-6
1997,F,Sarah,20702,0.01084551
1997,F,Nicole,10744,0.00562864
1997,F,Katherine,8516,0.00446142
1997,F,Christina,5181,0.00271426
1997,F,Caroline,4439,0.00232554
1997,F,Hailey,4144,0.00217099
1997,F,Kelly,4063,0.00212855
1997,F,Alicia,3782,0.00198134
1997,F,Isabella,2861,0.00149884
1997,F,Audrey,2007,0.00105144
1997,F,Julie,1864,9.7653e-4
1997,F,Kristin,1752,9.1785e-4
1997,F,Maya,1675,8.7751e-4
1997,F,Serena,1205,6.3128e-4
1997,F,Robin,596,3.1224e-4
1997,F,Amira,183,9.587e-5
1997,F,Michael,142,7.439e-5
1997,F,Nicholas,51,2.672e-5
1997,F,Matthew,48,2.515e-5
1997,F,Anusha,28,1.467e-5
1997,F,Corbin,23,1.205e-5
1997,F,Steven,23,1.205e-5
1997,F,Jason,17,8.91e-6
1997,F,Delina,14,7.33e-6
1997,F,Kobe,13,6.81e-6
1997,F,Ethan,12,6.29e-6
1997,F,Tony,10,5.24e-6
1997,F,Zeynep,10,5.24e-6
1997,F,Ian,7,3.67e-6
1997,F,Saul,7,3.67e-6
1997,F,Omar,6,3.14e-6
1997,M,Michael,37548,0.01879903
1997,M,Matthew,31513,0.01577751
1997,M,Nicholas,27257,0.01364667
1997,M,Steven,8765,0.00438834
1997,M,Jason,8745,0.00437833
1997,M,Ethan,7806,0.0039082
1997,M,Ian,5207,0.00260697
1997,M,Grant,3314,0.00165921
1997,M,Omar,2289,0.00114603
1997,M,Tony,1248,6.2483e-4
1997,M,Saul,1044,5.227e-4
1997,M,Corbin,547,2.7386e-4
1997,M,Kobe,350,1.7523e-4
1997,M,Kelly,284,1.4219e-4
1997,M,Robin,175,8.762e-5
1997,M,Ace,40,2.003e-5
1997,M,Nicole,17,8.51e-6
1997,M,Sarah,17,8.51e-6
1997,M,Christina,13,6.51e-6
1997,M,Katherine,11,5.51e-6
1997,M,Alicia,10,5.01e-6
1997,M,Audrey,8,4.01e-6
1997,M,Niels,8,4.01e-6
1997,M,Hailey,7,3.5e-6
1997,M,Kristin,7,3.5e-6
1997,M,Caroline,5,2.5e-6
1997,M,Isabella,5,2.5e-6
1998,F,Sarah,19879,0.01025744
1998,F,Nicole,9911,0.00511401
1998,F,Katherine,8204,0.00423321
1998,F,Christina,4531,0.00233797
1998,F,Hailey,4472,0.00230752
1998,F,Caroline,4275,0.00220587
1998,F,Isabella,3849,0.00198606
1998,F,Kelly,3703,0.00191072
1998,F,Alicia,3407,0.00175799
1998,F,Maya,2685,0.00138544
1998,F,Audrey,2202,0.00113622
1998,F,Julie,1805,9.3137e-4
1998,F,Kristin,1447,7.4664e-4
1998,F,Serena,1401,7.2291e-4
1998,F,Robin,496,2.5593e-4
1998,F,Amira,229,1.1816e-4
1998,F,Michael,128,6.605e-5
1998,F,Matthew,55,2.838e-5
1998,F,Anusha,42,2.167e-5
1998,F,Nicholas,38,1.961e-5
1998,F,Jason,22,1.135e-5
1998,F,Corbin,19,9.8e-6
1998,F,Steven,18,9.29e-6
1998,F,Delina,15,7.74e-6
1998,F,Ethan,14,7.22e-6
1998,F,Zeynep,14,7.22e-6
1998,F,Ian,12,6.19e-6
1998,F,Kobe,12,6.19e-6
1998,F,Tony,10,5.16e-6
1998,F,Grant,5,2.58e-6
1998,M,Michael,36614,0.01806194
1998,M,Matthew,31142,0.01536256
1998,M,Nicholas,26634,0.01313873
1998,M,Ethan,10533,0.005196
1998,M,Jason,9395,0.00463462
1998,M,Steven,8113,0.0040022
1998,M,Ian,5351,0.00263968
1998,M,Grant,3014,0.00148683
1998,M,Omar,2451,0.00120909
1998,M,Tony,1177,5.8062e-4
1998,M,Kobe,1104,5.4461e-4
1998,M,Saul,916,4.5187e-4
1998,M,Corbin,847,4.1783e-4
1998,M,Kelly,240,1.1839e-4
1998,M,Robin,158,7.794e-5
1998,M,Ace,30,1.48e-5
1998,M,Sarah,24,1.184e-5
1998,M,Christina,19,9.37e-6
1998,M,Katherine,13,6.41e-6
1998,M,Niels,13,6.41e-6
1998,M,Kristin,12,5.92e-6
1998,M,Maya,9,4.44e-6
1998,M,Nicole,9,4.44e-6
1998,M,Caroline,6,2.96e-6
1998,M,Audrey,5,2.47e-6
1999,F,Sarah,19102,0.009815
1999,F,Nicole,9515,0.004889
1999,F,Katherine,7933,0.00407614
1999,F,Hailey,5369,0.0027587
1999,F,Isabella,5059,0.00259942
1999,F,Caroline,4472,0.00229781
1999,F,Christina,4296,0.00220737
1999,F,Kelly,3419,0.00175675
1999,F,Alicia,3014,0.00154866
1999,F,Maya,2854,0.00146644
1999,F,Audrey,2456,0.00126194
1999,F,Julie,1757,9.0278e-4
1999,F,Serena,1440,7.399e-4
1999,F,Kristin,1194,6.135e-4
1999,F,Robin,462,2.3739e-4
1999,F,Amira,221,1.1355e-4
1999,F,Michael,123,6.32e-5
1999,F,Anusha,52,2.672e-5
1999,F,Nicholas,39,2.004e-5
1999,F,Matthew,37,1.901e-5
1999,F,Corbin,24,1.233e-5
1999,F,Kobe,23,1.182e-5
1999,F,Steven,20,1.028e-5
1999,F,Delina,19,9.76e-6
1999,F,Jason,18,9.25e-6
1999,F,Ethan,15,7.71e-6
1999,F,Zeynep,13,6.68e-6
1999,F,Ian,12,6.17e-6
1999,F,Omar,7,3.6e-6
1999,F,Tony,5,2.57e-6
1999,M,Michael,33912,0.01663702
1999,M,Matthew,30415,0.01492141
1999,M,Nicholas,25638,0.01257784
1999,M,Ethan,11442,0.00561337
1999,M,Jason,9362,0.00459294
1999,M,Steven,7688,0.00377169
1999,M,Ian,5451,0.00267423
1999,M,Grant,2939,0.00144186
1999,M,Omar,2670,0.00130989
1999,M,Tony,1133,5.5584e-4
1999,M,Corbin,981,4.8127e-4
1999,M,Saul,891,4.3712e-4
1999,M,Kobe,860,4.2191e-4
1999,M,Kelly,195,9.567e-5
1999,M,Robin,158,7.751e-5
1999,M,Ace,40,1.962e-5
1999,M,Nicole,22,1.079e-5
1999,M,Niels,14,6.87e-6
1999,M,Christina,13,6.38e-6
1999,M,Sarah,13,6.38e-6
1999,M,Kristin,12,5.89e-6
1999,M,Hailey,8,3.92e-6
1999,M,Maya,8,3.92e-6
1999,M,Audrey,7,3.43e-6
1999,M,Isabella,7,3.43e-6
1999,M,Katherine,7,3.43e-6
1999,M,Caroline,6,2.94e-6
1999,M,Julie,6,2.94e-6
2000,F,Sarah,17697,0.00887121
2000,F,Nicole,8561,0.00429148
2000,F,Katherine,8107,0.0040639
2000,F,Hailey,7831,0.00392555
2000,F,Isabella,6242,0.00312901
2000,F,Caroline,5022,0.00251744
2000,F,Christina,4328,0.00216955
2000,F,Kelly,3076,0.00154195
2000,F,Maya,3017,0.00151237
2000,F,Audrey,2872,0.00143968
2000,F,Alicia,2761,0.00138404
2000,F,Julie,1677,8.4065e-4
2000,F,Serena,1504,7.5393e-4
2000,F,Kristin,1056,5.2935e-4
2000,F,Robin,423,2.1204e-4
2000,F,Amira,268,1.3434e-4
2000,F,Michael,114,5.715e-5
2000,F,Anusha,54,2.707e-5
2000,F,Matthew,44,2.206e-5
2000,F,Nicholas,39,1.955e-5
2000,F,Delina,26,1.303e-5
2000,F,Kobe,25,1.253e-5
2000,F,Corbin,24,1.203e-5
2000,F,Jason,24,1.203e-5
2000,F,Ethan,21,1.053e-5
2000,F,Steven,17,8.52e-6
2000,F,Zeynep,12,6.02e-6
2000,F,Omar,8,4.01e-6
2000,F,Tony,7,3.51e-6
2000,F,Ian,6,3.01e-6
2000,F,Saul,6,3.01e-6
2000,M,Michael,32035,0.01534691
2000,M,Matthew,28572,0.0136879
2000,M,Nicholas,24652,0.01180996
2000,M,Ethan,15223,0.00729284
2000,M,Jason,9772,0.00468144
2000,M,Steven,7355,0.00352354
2000,M,Ian,5886,0.00281979
2000,M,Grant,3173,0.00152008
2000,M,Omar,2686,0.00128677
2000,M,Kobe,1432,6.8602e-4
2000,M,Tony,1086,5.2027e-4
2000,M,Saul,1058,5.0685e-4
2000,M,Corbin,1034,4.9536e-4
2000,M,Kelly,201,9.629e-5
2000,M,Robin,136,6.515e-5
2000,M,Ace,54,2.587e-5
2000,M,Sarah,26,1.246e-5
2000,M,Nicole,21,1.006e-5
2000,M,Hailey,13,6.23e-6
2000,M,Katherine,13,6.23e-6
2000,M,Niels,13,6.23e-6
2000,M,Kristin,11,5.27e-6
2000,M,Audrey,10,4.79e-6
2000,M,Christina,10,4.79e-6
2000,M,Isabella,8,3.83e-6
2000,M,Caroline,7,3.35e-6
2000,M,Maya,6,2.87e-6
2000,M,Julie,5,2.4e-6
2001,F,Sarah,15896,0.00802812
2001,F,Isabella,8834,0.00446153
2001,F,Hailey,8030,0.00405547
2001,F,Katherine,7879,0.00397921
2001,F,Nicole,7816,0.0039474
2001,F,Caroline,4862,0.00245551
2001,F,Christina,3741,0.00188936
2001,F,Maya,3010,0.00152017
2001,F,Audrey,2950,0.00148987
2001,F,Kelly,2814,0.00142118
2001,F,Alicia,2657,0.00134189
2001,F,Julie,1414,7.1413e-4
2001,F,Serena,1296,6.5453e-4
2001,F,Kristin,963,4.8635e-4
2001,F,Robin,359,1.8131e-4
2001,F,Amira,286,1.4444e-4
2001,F,Michael,96,4.848e-5
2001,F,Anusha,66,3.333e-5
2001,F,Matthew,49,2.475e-5
2001,F,Nicholas,35,1.768e-5
2001,F,Delina,22,1.111e-5
2001,F,Jason,22,1.111e-5
2001,F,Ethan,21,1.061e-5
2001,F,Kobe,19,9.6e-6
2001,F,Zeynep,18,9.09e-6
2001,F,Corbin,17,8.59e-6
2001,F,Ian,16,8.08e-6
2001,F,Steven,14,7.07e-6
2001,F,Tony,10,5.05e-6
2001,F,Omar,7,3.54e-6
2001,F,Grant,5,2.53e-6
2001,M,Michael,29681,0.01435653
2001,M,Matthew,26806,0.01296591
2001,M,Nicholas,22842,0.01104854
2001,M,Ethan,17962,0.00868811
2001,M,Jason,10162,0.0049153
2001,M,Steven,6587,0.00318609
2001,M,Ian,6083,0.00294231
2001,M,Grant,2922,0.00141335
2001,M,Omar,2722,0.00131662
2001,M,Kobe,1552,7.5069e-4
2001,M,Saul,1102,5.3303e-4
2001,M,Tony,1025,4.9579e-4
2001,M,Corbin,992,4.7982e-4
2001,M,Kelly,174,8.416e-5
2001,M,Robin,132,6.385e-5
2001,M,Ace,52,2.515e-5
2001,M,Sarah,22,1.064e-5
2001,M,Niels,21,1.016e-5
2001,M,Katherine,14,6.77e-6
2001,M,Nicole,14,6.77e-6
2001,M,Christina,10,4.84e-6
2001,M,Caroline,8,3.87e-6
2001,M,Hailey,8,3.87e-6
2001,M,Kristin,8,3.87e-6
2001,M,Audrey,7,3.39e-6
2001,M,Isabella,6,2.9e-6
2001,M,Maya,5,2.42e-6
2002,F,Sarah,14758,0.00747635
2002,F,Isabella,12166,0.00616325
2002,F,Hailey,7991,0.00404821
2002,F,Katherine,7212,0.00365358
2002,F,Nicole,6974,0.00353301
2002,F,Caroline,4655,0.00235821
2002,F,Maya,3543,0.00179487
2002,F,Christina,3386,0.00171534
2002,F,Audrey,3306,0.00167481
2002,F,Kelly,2852,0.00144481
2002,F,Alicia,2818,0.00142759
2002,F,Julie,1468,7.4368e-4
2002,F,Serena,1306,6.6162e-4
2002,F,Kristin,829,4.1997e-4
2002,F,Amira,318,1.611e-4
2002,F,Robin,271,1.3729e-4
2002,F,Michael,95,4.813e-5
2002,F,Anusha,70,3.546e-5
2002,F,Nicholas,39,1.976e-5
2002,F,Ethan,37,1.874e-5
2002,F,Matthew,35,1.773e-5
2002,F,Delina,29,1.469e-5
2002,F,Zeynep,21,1.064e-5
2002,F,Jason,20,1.013e-5
2002,F,Kobe,16,8.11e-6
2002,F,Corbin,15,7.6e-6
2002,F,Steven,15,7.6e-6
2002,F,Ian,8,4.05e-6
2002,F,Omar,6,3.04e-6
2002,F,Mridula,5,2.53e-6
2002,M,Michael,28246,0.01367493
2002,M,Matthew,25151,0.01217653
2002,M,Ethan,22108,0.0107033
2002,M,Nicholas,21389,0.01035521
2002,M,Jason,9954,0.0048191
2002,M,Ian,6361,0.0030796
2002,M,Steven,6216,0.0030094
2002,M,Grant,3076,0.00148921
2002,M,Omar,2621,0.00126892
2002,M,Kobe,1392,6.7392e-4
2002,M,Tony,1070,5.1803e-4
2002,M,Saul,1028,4.9769e-4
2002,M,Corbin,1020,4.9382e-4
2002,M,Kelly,185,8.957e-5
2002,M,Robin,122,5.906e-5
2002,M,Ace,48,2.324e-5
2002,M,Sarah,22,1.065e-5
2002,M,Nicole,17,8.23e-6
2002,M,Christina,16,7.75e-6
2002,M,Niels,15,7.26e-6
2002,M,Hailey,12,5.81e-6
2002,M,Katherine,12,5.81e-6
2002,M,Isabella,11,5.33e-6
2002,M,Kristin,6,2.9e-6
2002,M,Audrey,5,2.42e-6
2002,M,Maya,5,2.42e-6
2003,F,Isabella,13775,0.00686893
2003,F,Sarah,13760,0.00686145
2003,F,Hailey,8793,0.00438465
2003,F,Katherine,7125,0.0035529
2003,F,Nicole,6229,0.0031061
2003,F,Caroline,4585,0.00228632
2003,F,Audrey,3997,0.00199311
2003,F,Maya,3849,0.00191931
2003,F,Christina,3111,0.00155131
2003,F,Kelly,2735,0.00136381
2003,F,Alicia,2541,0.00126708
2003,F,Julie,1352,6.7418e-4
2003,F,Serena,1276,6.3628e-4
2003,F,Kristin,716,3.5703e-4
2003,F,Amira,374,1.865e-4
2003,F,Robin,255,1.2716e-4
2003,F,Michael,94,4.687e-5
2003,F,Anusha,72,3.59e-5
2003,F,Nicholas,44,2.194e-5
2003,F,Matthew,37,1.845e-5
2003,F,Delina,30,1.496e-5
2003,F,Ethan,29,1.446e-5
2003,F,Jason,24,1.197e-5
2003,F,Zeynep,20,9.97e-6
2003,F,Kobe,15,7.48e-6
2003,F,Ian,14,6.98e-6
2003,F,Corbin,12,5.98e-6
2003,F,Tony,12,5.98e-6
2003,F,Omar,8,3.99e-6
2003,F,Steven,8,3.99e-6
2003,F,Mridula,6,2.99e-6
2003,M,Michael,27118,0.01291301
2003,M,Matthew,23996,0.01142638
2003,M,Ethan,21356,0.01016927
2003,M,Nicholas,19691,0.00937643
2003,M,Jason,9819,0.0046756
2003,M,Ian,6466,0.00307897
2003,M,Steven,5856,0.0027885
2003,M,Grant,2916,0.00138854
2003,M,Omar,2702,0.00128663
2003,M,Kobe,1212,5.7713e-4
2003,M,Corbin,1112,5.2951e-4
2003,M,Saul,1072,5.1046e-4
2003,M,Tony,999,4.757e-4
2003,M,Kelly,146,6.952e-5
2003,M,Robin,112,5.333e-5
2003,M,Ace,61,2.905e-5
2003,M,Sarah,26,1.238e-5
2003,M,Isabella,18,8.57e-6
2003,M,Maya,13,6.19e-6
2003,M,Nicole,13,6.19e-6
2003,M,Niels,13,6.19e-6
2003,M,Hailey,10,4.76e-6
2003,M,Katherine,10,4.76e-6
2003,M,Audrey,9,4.29e-6
2003,M,Christina,8,3.81e-6
2004,F,Isabella,15016,0.00744625
2004,F,Sarah,12735,0.00631513
2004,F,Hailey,8683,0.00430579
2004,F,Katherine,6738,0.00334129
2004,F,Nicole,5738,0.0028454
2004,F,Caroline,4377,0.0021705
2004,F,Audrey,3902,0.00193495
2004,F,Maya,3766,0.00186751
2004,F,Christina,2732,0.00135477
2004,F,Alicia,2515,0.00124716
2004,F,Kelly,2357,0.00116881
2004,F,Julie,1239,6.1441e-4
2004,F,Serena,1063,5.2713e-4
2004,F,Kristin,553,2.7423e-4
2004,F,Amira,419,2.0778e-4
2004,F,Robin,253,1.2546e-4
2004,F,Michael,148,7.339e-5
2004,F,Ethan,126,6.248e-5
2004,F,Matthew,105,5.207e-5
2004,F,Nicholas,72,3.57e-5
2004,F,Anusha,64,3.174e-5
2004,F,Jason,33,1.636e-5
2004,F,Steven,25,1.24e-5
2004,F,Ian,24,1.19e-5
2004,F,Zeynep,22,1.091e-5
2004,F,Delina,19,9.42e-6
2004,F,Corbin,18,8.93e-6
2004,F,Grant,11,5.45e-6
2004,F,Omar,10,4.96e-6
2004,F,Kobe,8,3.97e-6
2004,F,Tony,8,3.97e-6
2004,F,Mridula,6,2.98e-6
2004,F,Saul,6,2.98e-6
2004,M,Michael,25454,0.012051
2004,M,Matthew,22873,0.01082904
2004,M,Ethan,22204,0.01051231
2004,M,Nicholas,18514,0.00876531
2004,M,Jason,9060,0.00428939
2004,M,Ian,6504,0.00307927
2004,M,Steven,5352,0.00253386
2004,M,Grant,2815,0.00133274
2004,M,Omar,2723,0.00128918
2004,M,Corbin,1212,5.7381e-4
2004,M,Saul,1103,5.2221e-4
2004,M,Tony,957,4.5308e-4
2004,M,Kobe,625,2.959e-4
2004,M,Kelly,160,7.575e-5
2004,M,Robin,132,6.249e-5
2004,M,Ace,117,5.539e-5
2004,M,Sarah,53,2.509e-5
2004,M,Isabella,49,2.32e-5
2004,M,Hailey,40,1.894e-5
2004,M,Katherine,32,1.515e-5
2004,M,Audrey,19,9e-6
2004,M,Nicole,17,8.05e-6
2004,M,Caroline,13,6.15e-6
2004,M,Kristin,11,5.21e-6
